	English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust
11013	scar	1	0	1	1	0	1	0	1	0	0
11015	scarce	0	0	0	1	0	1	0	1	0	0
11016	scarcely	0	0	0	0	0	1	0	1	0	0
11017	scarcity	1	0	0	1	0	1	0	1	0	0
11018	scare	1	1	0	1	0	1	0	0	1	0
11019	scarecrow	0	0	0	1	0	1	1	0	0	0
11025	scavenger	0	0	0	0	0	1	0	0	0	0
11030	sceptical	0	0	0	0	0	0	0	0	0	1
11033	scheme	0	0	0	0	0	1	0	0	0	0
11034	schism	1	0	0	0	0	1	0	0	0	0
11035	schizophrenia	1	0	1	1	0	1	0	1	0	0
11036	scholar	0	0	0	0	0	0	1	0	0	0
11038	scholarship	0	0	0	0	1	0	1	0	0	0
11039	school	0	0	0	0	0	0	0	0	0	1
11044	sciatica	0	0	0	0	0	1	0	0	0	0
11046	scientific	0	0	0	0	0	0	1	0	0	1
11047	scientist	0	1	0	0	0	0	1	0	0	1
11048	scintilla	0	0	0	0	0	0	1	0	0	0
11053	scoff	1	0	1	0	0	1	0	0	0	0
11054	scold	1	0	1	1	0	1	0	1	0	0
11055	scolding	1	0	0	0	0	1	0	0	0	0
11058	scorching	1	0	0	0	0	1	0	0	0	0
11059	score	0	1	0	0	1	0	1	0	1	0
11061	scorn	1	0	0	0	0	1	0	0	0	0
11062	scorpion	1	0	1	1	0	1	0	0	1	0
11063	scotch	0	0	0	0	0	1	0	0	0	0
11064	scoundrel	1	0	1	1	0	1	0	0	0	1
11066	scourge	1	0	0	1	0	1	0	1	0	0
11070	scrambling	0	0	0	0	0	1	0	0	0	0
11072	scrapie	1	0	0	1	0	1	0	1	0	0
11075	scream	1	0	1	1	0	1	0	0	1	0
11076	screaming	1	0	1	1	0	1	0	0	0	0
11077	screech	0	0	0	1	0	1	0	0	1	0
11080	screwed	1	0	0	0	0	1	0	0	0	0
11082	scribe	0	0	0	0	0	0	1	0	0	0
11083	scrimmage	0	0	0	0	0	1	0	0	1	0
11085	script	0	0	0	0	0	0	1	0	0	0
11087	scripture	0	0	0	0	0	0	0	0	0	1
11089	scrub	0	0	1	0	0	1	0	0	0	0
11090	scrumptious	0	0	0	0	0	0	1	0	0	0
11092	scrutinize	0	1	0	0	0	1	0	0	0	0
11093	scrutiny	0	0	0	0	0	1	0	0	0	0
11095	sculpture	0	0	0	0	0	0	1	0	0	0
11097	scum	0	0	1	0	0	1	0	0	0	0
11098	sea	0	0	0	0	0	0	1	0	0	0
11100	seal	0	0	0	0	0	0	1	0	0	1
11101	seals	0	0	0	0	0	0	0	0	0	1
11107	sear	0	0	0	0	0	1	0	0	0	0
11113	seasoned	0	0	0	0	0	0	1	0	0	0
11116	secession	0	0	0	0	0	1	0	0	0	0
11117	secluded	0	0	0	0	0	1	0	1	0	0
11118	seclusion	0	0	0	1	0	1	1	0	0	0
11120	secondhand	0	0	0	0	0	1	0	0	0	0
11121	secrecy	0	0	0	0	0	0	0	0	1	1
11122	secret	0	0	0	0	0	0	0	0	0	1
11123	secretariat	0	0	0	0	0	0	1	0	0	0
11125	secrete	0	0	1	0	0	0	0	0	0	0
11126	secretion	0	0	1	0	0	1	0	0	0	0
11127	secretive	0	0	0	0	0	1	0	0	0	0
11130	sectarian	1	0	0	1	0	1	0	0	0	0
11133	secular	0	1	0	0	0	0	0	0	0	0
11135	securities	0	0	0	0	0	0	0	0	0	1
11144	sedition	1	0	0	0	0	1	0	1	0	0
11145	seduce	0	0	0	0	0	1	0	0	0	0
11147	seduction	0	0	0	0	0	1	0	0	0	0
11148	seductive	0	1	0	0	0	0	0	0	0	0
11151	seek	0	1	0	0	0	0	0	0	0	0
11157	segregate	1	0	1	0	0	1	0	1	0	0
11158	segregated	0	0	0	0	0	1	0	0	0	0
11160	seize	0	0	0	1	0	1	0	0	0	0
11161	seizure	0	0	0	1	0	0	0	0	0	0
11165	selfish	1	0	1	0	0	1	0	0	0	0
11166	selfishness	0	0	0	0	0	1	0	0	0	0
11177	senate	0	0	0	0	0	0	0	0	0	1
11181	senile	0	0	0	1	0	1	0	1	0	0
11183	seniority	0	0	0	0	0	0	1	0	0	1
11185	sensational	0	0	0	0	1	0	1	0	0	0
11186	sense	0	0	0	0	0	0	1	0	0	0
11187	senseless	1	0	1	1	0	1	0	1	1	0
11189	sensibility	0	0	0	0	0	0	1	0	0	0
11190	sensibly	0	0	0	0	0	0	1	0	0	0
11193	sensual	0	1	0	0	1	1	1	0	1	1
11194	sensuality	0	1	0	0	1	0	1	0	0	0
11195	sensuous	0	0	0	0	1	0	1	0	0	0
11196	sentence	1	1	1	1	0	1	0	1	0	0
11199	sentimental	0	0	0	0	0	0	1	0	0	0
11200	sentimentality	0	0	0	0	0	0	1	0	0	0
11201	sentinel	0	0	0	0	0	0	1	0	0	1
11202	sentry	0	0	0	0	0	0	0	0	0	1
11207	separatist	1	0	1	0	0	1	0	0	0	0
11209	sepsis	0	0	0	1	0	1	0	1	0	0
11211	septic	0	0	1	0	0	1	0	0	0	0
11213	sequel	0	1	0	0	0	0	0	0	0	0
11217	sequestration	0	0	0	0	0	1	0	1	0	0
11218	serene	0	0	0	0	0	1	0	0	0	1
11219	serenity	0	1	0	0	1	0	1	0	0	1
11221	serial	0	1	0	0	0	0	0	0	0	0
11222	series	0	0	0	0	0	0	0	0	0	1
11224	seriousness	0	0	0	1	0	0	0	1	0	0
11225	sermon	0	0	0	0	0	0	1	0	0	1
11226	serpent	0	0	1	1	0	1	0	0	0	0
11229	serum	0	0	0	0	0	0	1	0	0	0
11230	servant	0	0	0	0	0	1	0	0	0	1
11231	serve	0	0	0	0	0	1	0	0	0	1
11234	servile	0	0	1	1	0	1	0	1	0	0
11235	servitude	0	0	0	0	0	1	0	0	0	0
11240	setback	0	0	0	0	0	1	0	1	0	0
11246	settlor	0	0	0	1	0	0	1	0	0	0
11249	sever	0	0	0	0	0	1	0	0	0	0
11252	severance	0	0	0	0	0	0	0	1	0	0
11256	sewage	0	0	1	0	0	1	0	0	0	0
11257	sewer	0	0	1	0	0	0	0	0	0	0
11258	sewerage	0	0	1	0	0	1	0	0	0	0
11259	sex	0	1	0	0	1	0	1	0	0	1
11262	shabby	0	0	1	0	0	1	0	0	0	0
11263	shack	0	0	1	0	0	1	0	1	0	0
11264	shackle	1	1	1	1	0	1	0	1	0	0
11270	shady	0	0	0	1	0	1	0	0	0	0
11276	shaking	0	0	0	1	0	1	0	0	0	0
11277	shaky	1	1	0	1	0	1	0	0	0	0
11278	sham	1	0	1	0	0	1	0	0	0	0
11280	shambles	0	0	0	0	0	1	0	0	0	0
11281	shame	0	0	1	1	0	1	0	1	0	0
11282	shameful	0	0	0	0	0	1	0	1	0	0
11283	shameless	0	0	1	0	0	1	0	0	0	0
11284	shanghai	0	0	1	1	0	1	0	0	0	0
11285	shank	0	0	0	1	0	0	0	0	0	0
11287	shape	0	0	0	0	0	0	1	0	0	0
11288	shapely	0	0	0	0	0	0	1	0	0	0
11289	share	0	1	0	0	1	0	1	0	0	1
11291	shark	0	0	0	0	0	1	0	0	0	0
11292	sharpen	1	1	0	0	0	0	0	0	0	0
11296	shatter	1	0	0	1	0	1	0	1	1	0
11297	shattered	0	0	0	0	0	1	0	1	0	0
11306	shed	0	0	0	0	0	1	0	0	0	0
11312	shell	1	0	0	1	0	1	0	1	1	0
11314	shelter	0	0	0	0	0	0	1	0	0	1
11315	shelved	0	0	0	0	0	1	0	0	0	0
11316	shepherd	0	0	0	0	0	0	1	0	0	1
11317	sheriff	0	0	0	0	0	0	0	0	0	1
11325	shine	0	0	0	0	0	0	1	0	0	0
11327	shining	0	1	0	0	1	0	1	0	0	0
11329	ship	0	1	0	0	0	0	0	0	0	0
11332	shipwreck	0	0	0	1	0	1	0	1	0	0
11335	shit	1	0	1	0	0	1	0	0	0	0
11336	shiver	1	1	0	1	0	1	0	1	0	0
11339	shock	1	0	0	1	0	1	0	0	1	0
11340	shockingly	0	0	0	0	0	0	0	0	1	0
11341	shoddy	1	0	1	0	0	1	0	0	0	0
11344	shoot	1	0	0	1	0	1	0	0	0	0
11345	shooter	0	0	0	1	0	0	0	0	0	0
11346	shooting	1	0	0	1	0	1	0	0	0	0
11348	shopkeeper	0	0	0	0	0	0	0	0	0	1
11349	shoplifting	1	0	1	0	0	1	0	0	0	0
11350	shopping	0	1	0	0	1	0	1	0	1	1
11354	shortage	1	0	0	1	0	1	0	1	0	0
11355	shortcoming	0	0	0	0	0	1	0	0	0	0
11359	shortly	0	1	0	0	0	0	0	0	0	0
11362	shot	1	0	0	1	0	1	0	1	1	0
11364	shoulder	0	0	0	0	0	0	1	0	0	1
11365	shout	1	0	0	0	0	0	0	0	1	0
11366	shove	1	0	0	0	0	1	0	0	0	0
11369	show	0	0	0	0	0	0	0	0	0	1
11372	showy	0	0	0	0	0	1	0	0	0	0
11373	shrapnel	0	0	0	1	0	0	0	0	0	0
11375	shrewd	0	0	0	0	0	0	1	0	0	0
11376	shriek	1	0	0	1	0	1	0	1	1	0
11377	shrill	1	0	0	1	0	1	0	0	1	0
11380	shrink	0	0	0	1	0	1	0	1	0	0
11382	shroud	0	0	0	0	0	0	0	1	0	0
11386	shrunk	0	0	0	0	0	1	0	0	0	0
11387	shudder	0	0	0	1	0	1	0	0	0	0
11390	shun	1	0	1	0	0	1	0	1	0	0
11395	sib	0	0	0	0	0	0	0	0	0	1
11397	sick	0	0	1	0	0	1	0	1	0	0
11398	sickening	1	0	1	1	0	1	0	1	0	0
11400	sickly	0	0	1	0	0	1	0	1	0	0
11401	sickness	0	0	1	1	0	1	0	1	0	0
11414	signature	0	0	0	0	0	0	0	0	0	1
11418	signify	0	1	0	0	0	0	0	0	0	0
11423	silk	0	0	0	0	0	0	1	0	0	0
11428	silly	0	0	0	0	1	1	0	0	0	0
11435	simmer	1	1	0	0	0	0	0	0	0	0
11436	simmering	0	1	0	0	0	0	0	0	0	0
11439	simplify	0	1	0	0	1	0	1	0	1	1
11447	sin	1	0	1	1	0	1	0	1	0	0
11448	sincere	0	0	0	0	0	0	1	0	0	1
11449	sincerity	0	0	0	0	0	0	1	0	0	0
11450	sinful	1	0	1	1	0	1	0	1	0	0
11451	sing	0	1	0	0	1	0	1	1	0	1
11454	singly	0	0	0	0	0	0	1	0	0	0
11457	singularly	0	0	0	0	0	0	0	0	1	0
11458	sinister	1	0	1	1	0	1	0	0	0	0
11460	sinner	1	0	1	1	0	1	0	1	0	0
11461	sinning	0	0	1	0	0	1	0	0	0	0
11465	sir	0	0	0	0	0	0	1	0	0	1
11467	siren	0	0	0	1	0	1	0	0	0	0
11468	sissy	0	0	0	0	0	1	0	0	0	0
11470	sisterhood	1	0	0	0	0	0	1	1	1	1
11480	sizzle	1	0	0	0	0	0	0	0	0	0
11486	skeptical	0	0	0	0	0	1	0	0	0	0
11489	sketchy	0	0	0	0	0	1	0	0	0	0
11490	skewed	1	1	0	0	0	1	0	0	0	0
11493	skid	1	0	0	1	0	1	0	1	0	0
11496	skilled	0	0	0	0	0	0	1	0	0	0
11498	skillful	0	0	0	0	0	0	1	0	0	1
11502	skip	0	0	0	0	0	1	0	0	0	0
11504	skirmish	1	0	0	0	0	1	0	0	0	0
11511	sky	0	0	0	0	0	0	1	0	0	0
11514	slack	0	0	0	0	0	1	0	0	0	0
11515	slag	0	0	0	0	0	1	0	0	0	0
11516	slam	1	0	0	1	0	1	0	0	1	0
11517	slander	1	0	1	0	0	1	0	0	0	0
11518	slanderous	0	0	0	0	0	1	0	0	0	0
11521	slap	1	0	0	0	0	1	0	0	1	0
11522	slash	1	0	0	0	0	0	0	0	0	0
11524	slate	0	0	0	0	0	0	1	0	0	0
11526	slaughter	1	0	1	1	0	1	0	1	1	0
11527	slaughterhouse	1	0	1	1	0	1	0	1	0	0
11528	slaughtering	1	0	1	1	0	1	0	1	1	0
11529	slave	1	0	0	1	0	1	0	1	0	0
11530	slavery	1	0	1	1	0	1	0	1	0	0
11531	slay	1	0	0	0	0	1	0	0	0	0
11532	slayer	1	0	1	1	0	1	0	1	1	0
11534	sleek	0	0	0	0	0	0	1	0	0	0
11540	sleet	0	0	0	0	0	1	0	0	0	0
11545	slender	0	0	0	0	0	0	1	0	0	0
11553	slim	0	0	0	0	0	0	1	0	0	0
11554	slime	0	0	1	0	0	0	0	0	0	0
11555	slimy	0	0	1	0	0	1	0	0	0	0
11557	slink	0	0	0	0	0	1	0	0	0	0
11558	slip	0	0	0	0	0	1	0	0	1	0
11565	slop	0	0	1	0	0	1	0	0	0	0
11567	sloppy	0	0	1	0	0	1	0	0	0	0
11569	sloth	0	0	1	0	0	1	0	0	0	0
11570	slouch	0	0	0	0	0	1	0	0	0	0
11571	slough	0	0	0	0	0	1	0	0	0	0
11574	slowness	0	0	0	0	0	1	0	0	0	0
11575	sludge	0	0	1	0	0	1	0	0	0	0
11576	slug	0	0	1	0	0	1	0	0	0	0
11577	sluggish	0	0	0	0	0	1	0	1	0	0
11579	slum	0	0	1	0	0	1	0	0	0	0
11581	slump	0	0	0	0	0	1	0	1	0	0
11582	slur	1	0	1	0	0	1	0	1	0	0
11583	slush	0	0	1	0	0	1	0	0	1	0
11584	slut	1	0	1	0	0	1	0	0	0	0
11585	sly	1	0	1	1	0	1	0	0	0	0
11586	smack	1	0	0	0	0	1	0	0	0	0
11587	small	0	0	0	0	0	1	0	0	0	0
11590	smash	1	0	0	1	0	1	0	0	0	0
11591	smashed	0	0	0	0	0	1	0	0	0	0
11592	smattering	0	0	0	0	0	1	0	0	0	0
11594	smell	1	0	1	0	0	1	0	0	0	0
11595	smelling	0	0	1	0	0	1	0	0	0	0
11597	smile	0	0	0	0	1	0	1	0	1	1
11598	smiling	0	0	0	0	1	0	1	0	0	0
11599	smirk	0	0	0	0	0	1	0	0	0	0
11600	smite	1	0	0	1	0	1	0	1	0	0
11601	smith	0	0	0	0	0	0	0	0	0	1
11602	smitten	0	0	0	0	0	0	1	0	0	0
11603	smoker	0	0	0	0	0	1	0	0	0	0
11609	smoothness	0	0	0	0	0	0	1	0	0	0
11610	smother	1	0	0	0	0	1	0	0	0	0
11611	smudge	0	0	0	0	0	1	0	0	0	0
11612	smug	0	0	0	0	0	1	0	0	0	0
11613	smuggle	0	0	0	1	0	1	0	0	0	0
11614	smuggler	1	0	1	1	0	1	0	0	0	0
11615	smuggling	0	0	0	0	0	1	0	0	0	0
11616	smut	0	0	1	1	0	1	0	0	0	0
11619	snag	0	0	0	0	0	1	0	0	1	0
11620	snags	0	0	0	0	0	1	0	0	0	0
11622	snake	0	0	1	1	0	1	0	0	0	0
11625	snare	0	0	0	1	0	1	0	0	0	0
11626	snarl	1	0	1	0	0	1	0	0	0	0
11627	snarling	1	0	0	0	0	1	0	0	0	0
11629	sneak	1	0	0	1	0	1	0	0	1	0
11631	sneaking	0	1	0	1	0	1	0	0	0	1
11632	sneer	1	0	1	0	0	1	0	0	0	0
11633	sneeze	0	0	1	0	0	1	0	0	1	0
11635	snicker	0	0	0	0	0	0	1	0	0	0
11636	snide	0	0	0	0	0	1	0	0	0	0
11641	snob	0	0	0	0	0	1	0	0	0	0
11645	snort	0	0	0	0	0	0	0	1	0	0
11652	soak	0	0	0	0	0	1	0	0	0	0
11657	sob	0	0	0	0	0	1	0	1	0	0
11658	sobriety	0	0	0	0	0	0	1	0	0	1
11661	sociable	0	0	0	0	0	0	1	0	0	0
11663	socialism	0	0	1	1	0	0	0	0	0	0
11664	socialist	1	0	1	1	0	1	0	1	0	0
11673	soil	0	0	1	0	0	1	0	0	0	0
11674	soiled	0	0	1	0	0	1	0	0	0	0
11676	solace	0	0	0	0	0	0	1	0	0	0
11680	soldier	1	0	0	0	0	0	1	1	0	0
11685	solid	0	0	0	0	0	0	1	0	0	0
11686	solidarity	0	0	0	0	0	0	0	0	0	1
11690	solidity	0	0	0	0	0	0	1	0	0	1
11697	solution	0	0	0	0	0	0	1	0	0	0
11699	solvency	0	0	0	0	0	0	1	0	0	0
11701	somatic	0	0	0	0	0	1	0	0	1	0
11702	somber	0	0	0	0	0	1	0	1	0	0
11704	sonar	0	1	0	0	0	0	1	0	0	0
11705	sonata	0	0	0	0	0	0	1	0	0	0
11707	sonnet	0	0	0	0	1	0	1	1	0	0
11708	sonorous	0	0	0	0	1	0	1	0	0	0
11709	soot	0	0	1	0	0	1	0	0	0	0
11710	soothe	0	0	0	0	0	0	1	0	0	0
11711	soothing	0	0	0	0	1	0	1	0	0	1
11715	sorcery	0	1	0	1	0	1	0	0	1	0
11716	sordid	1	0	1	1	0	1	0	1	0	0
11717	sore	1	0	0	0	0	1	0	1	0	0
11718	sorely	0	0	0	0	0	1	0	1	0	0
11719	soreness	0	0	1	0	0	1	0	1	0	0
11722	sorrow	0	0	0	1	0	1	0	1	0	0
11723	sorrowful	0	0	0	0	0	1	0	1	0	0
11725	sorter	0	0	0	0	0	0	1	0	0	0
11726	sortie	0	0	0	1	0	1	0	0	0	0
11729	soulless	0	0	1	1	0	1	0	1	0	0
11730	soulmate	0	0	0	1	0	1	0	0	0	0
11733	soundness	0	1	0	0	1	0	1	0	0	1
11734	soup	0	0	0	0	0	0	1	0	0	0
11735	sour	0	0	1	0	0	1	0	0	0	0
11738	sovereign	0	0	0	0	0	0	0	0	0	1
11741	spa	0	1	0	0	1	0	1	0	1	1
11743	spacious	0	0	0	0	0	0	1	0	0	0
11746	spaniel	0	0	0	0	1	0	1	0	0	1
11747	spank	1	0	0	1	0	1	0	1	0	0
11748	spanking	1	0	0	0	0	0	0	0	0	0
11753	sparkle	0	1	0	0	1	0	1	0	1	0
11756	spasm	0	0	0	1	0	1	0	0	0	0
11757	spat	1	0	0	0	0	1	0	0	0	0
11762	spear	1	1	0	1	0	1	0	0	0	0
11763	special	0	0	0	0	1	0	1	0	0	0
11764	specialist	0	0	0	0	0	0	0	0	0	1
11766	specialize	0	0	0	0	0	0	0	0	0	1
11768	specie	0	0	0	0	0	0	1	0	0	0
11773	speck	0	0	1	0	0	1	0	0	0	0
11776	spectacle	0	0	0	0	0	1	1	0	0	0
11778	spectacular	0	1	0	0	0	0	0	0	1	0
11780	specter	0	0	0	1	0	1	0	1	0	0
11781	spectral	0	0	0	0	0	1	0	0	0	0
11787	speculation	0	0	0	1	0	1	0	1	0	0
11788	speculative	0	1	0	0	0	0	0	0	0	0
11790	speech	0	0	0	0	0	0	1	0	0	0
11796	speedy	0	0	0	0	0	0	1	0	0	0
11798	spelling	0	0	0	0	0	0	1	0	0	0
11801	spent	0	0	0	0	0	1	0	0	0	0
11803	spew	0	0	1	0	0	0	0	0	0	0
11807	spice	0	0	0	0	0	0	1	0	0	0
11809	spider	0	0	1	1	0	0	0	0	0	0
11811	spike	0	0	0	1	0	0	0	0	0	0
11818	spine	1	0	0	0	0	1	1	0	0	0
11820	spinster	0	0	0	1	0	1	0	1	0	0
11824	spirit	0	0	0	0	0	0	1	0	0	0
11825	spirits	0	1	0	0	1	0	1	0	1	0
11828	spit	0	0	1	0	0	0	0	0	0	0
11829	spite	1	0	0	0	0	1	0	0	0	0
11830	spiteful	1	0	0	0	0	1	0	0	0	0
11831	splash	0	0	0	0	0	0	0	0	1	0
11833	splendid	0	0	0	0	1	0	1	0	1	0
11834	splendor	0	1	0	0	1	0	1	0	1	0
11838	splinter	0	0	0	0	0	1	0	0	0	0
11839	split	0	0	0	0	0	1	0	0	0	0
11840	splitting	0	0	0	0	0	1	0	1	0	0
11842	spoil	0	0	1	0	0	1	0	0	0	0
11843	spoiler	0	0	0	0	0	1	0	1	0	0
11845	spoke	0	0	0	0	0	1	0	0	0	0
11847	spokesman	0	0	0	0	0	0	0	0	0	1
11848	sponge	0	0	0	0	0	1	0	0	0	0
11850	sponsor	0	0	0	0	0	0	1	0	0	1
11853	spook	0	0	0	1	0	1	0	0	0	0
11863	spotless	0	0	0	0	0	0	1	0	0	1
11867	spouse	0	0	0	0	1	0	1	0	0	1
11869	sprain	0	0	0	0	0	1	0	1	0	0
11873	spree	0	0	0	0	0	1	0	0	0	0
11875	sprite	0	0	0	1	0	1	0	0	0	0
11877	spruce	0	0	0	0	0	0	1	0	0	0
11878	spur	0	0	0	1	0	0	0	0	0	0
11879	spurious	0	0	1	0	0	1	0	0	0	0
11885	squall	0	0	0	1	0	1	0	1	0	0
11889	squatter	0	0	0	0	0	1	0	0	0	0
11892	squeamish	0	0	1	1	0	1	0	0	0	0
11895	squelch	1	0	1	0	0	1	0	0	0	0
11898	squirm	0	0	1	0	0	1	0	0	0	0
11901	stab	1	0	0	1	0	1	0	1	1	0
11903	stable	0	0	0	0	0	0	1	0	0	1
11904	staccato	0	0	0	0	0	0	1	0	0	0
11909	stagger	0	0	0	0	0	0	0	0	1	0
11910	staggering	0	0	0	0	0	1	0	0	0	0
11911	stagnant	0	0	0	0	0	1	0	1	0	0
11914	stain	0	0	1	0	0	1	0	0	0	0
11915	stainless	0	0	0	0	0	0	1	0	0	0
11920	stale	0	0	0	0	0	1	0	0	0	0
11921	stalemate	1	0	1	0	0	0	0	0	0	0
11922	stalk	0	0	0	1	0	1	0	0	0	0
11923	stall	0	0	1	0	0	0	0	0	0	0
11924	stallion	0	0	0	0	0	0	1	0	0	0
11926	stalwart	0	0	0	0	0	0	1	0	0	0
11927	stamina	0	0	0	0	0	0	1	0	0	1
11932	standing	0	0	0	0	0	0	1	0	0	0
11933	standoff	1	0	0	1	0	1	0	0	0	0
11935	standstill	1	0	0	0	0	1	0	0	0	0
11938	star	0	1	0	0	1	0	1	0	0	1
11942	staring	0	0	0	0	0	1	0	0	0	0
11943	stark	0	0	0	0	0	1	0	0	0	1
11944	starlight	0	0	0	0	0	0	1	0	0	0
11945	starry	0	1	0	0	1	0	1	0	0	0
11947	start	0	1	0	0	0	0	0	0	0	0
11948	startle	0	0	0	1	0	1	0	0	1	0
11949	startling	0	0	0	0	0	0	0	0	1	0
11950	starvation	0	0	0	1	0	1	0	1	0	0
11951	starved	0	0	0	0	0	1	0	0	0	0
11952	starving	0	0	0	0	0	1	0	0	0	0
11954	stately	0	0	0	0	0	0	1	0	0	0
11955	statement	0	0	0	0	0	0	1	0	0	1
11961	stationary	0	0	0	0	0	1	0	0	0	0
11963	statistical	0	0	0	0	0	0	0	0	0	1
11967	statue	0	0	0	0	0	0	1	0	0	0
11970	status	0	0	0	0	0	0	1	0	0	0
11973	staunch	0	0	0	0	0	0	1	0	0	0
11974	stave	0	0	0	0	0	1	0	0	0	0
11979	steadfast	0	0	0	0	0	0	1	0	0	1
11980	steady	0	0	0	0	0	0	0	0	1	1
11981	steal	1	0	0	1	0	1	0	1	0	0
11982	stealing	0	0	1	1	0	1	0	0	0	0
11983	stealth	0	0	0	0	0	0	0	0	1	0
11984	stealthily	0	0	0	0	0	0	0	0	1	0
11985	stealthy	0	1	0	1	0	1	0	0	1	0
11995	stellar	0	0	0	0	0	0	1	0	0	0
12003	stereotype	0	0	0	0	0	1	0	0	0	0
12004	stereotyped	0	0	0	0	0	1	0	0	0	0
12005	sterile	0	0	0	0	0	1	0	1	0	0
12006	sterility	0	0	0	0	0	1	0	0	0	0
12007	sterling	1	1	0	0	1	1	1	0	0	1
12008	stern	0	0	0	0	0	1	0	0	0	0
12011	steward	0	0	0	0	0	0	1	0	0	1
12015	sticky	0	0	1	0	0	0	0	0	0	0
12016	stiff	0	0	0	0	0	1	0	0	0	0
12018	stiffness	0	0	0	0	0	1	0	0	0	0
12019	stifle	0	0	0	0	0	1	0	0	0	0
12020	stifled	1	0	0	1	0	1	0	1	0	0
12022	stigma	1	0	1	1	0	1	0	1	0	0
12025	stillborn	0	0	0	0	0	1	0	1	0	0
12026	stillness	0	0	0	1	0	0	1	1	0	0
12031	sting	1	0	0	1	0	1	0	0	0	0
12032	stinging	0	0	0	0	0	1	0	0	0	0
12033	stingy	1	0	1	1	0	1	0	1	0	0
12034	stink	0	0	1	0	0	1	0	0	0	0
12035	stinking	0	0	1	0	0	1	0	0	0	0
12036	stint	0	0	0	1	0	1	0	1	0	0
12045	stocks	0	0	0	0	0	1	0	0	0	0
12047	stolen	1	0	0	0	0	1	0	0	0	0
12048	stomach	0	0	1	0	0	0	0	0	0	0
12049	stone	1	0	0	0	0	1	0	0	0	0
12050	stoned	0	0	0	0	0	1	0	0	0	0
12054	stools	0	0	1	0	0	1	0	0	0	0
12057	stoppage	0	0	0	0	0	1	0	0	0	0
12062	store	0	1	0	0	0	0	1	0	0	0
12065	storm	1	0	0	0	0	1	0	0	0	0
12066	storming	1	0	0	0	0	0	0	0	0	0
12067	stormy	0	0	0	1	0	1	0	0	0	0
12074	straightforward	0	0	0	0	0	0	1	0	0	1
12076	strained	1	0	0	0	0	1	0	0	0	0
12078	straits	0	0	0	1	0	1	0	0	0	0
12080	stranded	0	0	0	0	0	1	0	0	0	0
12081	stranger	0	0	0	1	0	1	0	0	0	0
12082	strangle	1	0	1	1	0	1	0	1	1	0
12086	strategic	0	0	0	0	0	0	1	0	0	0
12087	strategist	0	1	0	0	0	0	1	0	0	1
12093	stray	0	0	0	0	0	1	0	0	0	0
12100	strength	0	0	0	0	0	0	1	0	0	1
12101	strengthen	0	0	0	0	0	0	1	0	0	0
12102	strengthening	0	0	0	0	1	0	1	0	0	1
12104	stress	0	0	0	0	0	1	0	0	0	0
12106	stretcher	0	0	0	1	0	0	0	1	0	0
12107	stricken	0	0	0	0	0	0	0	1	0	0
12109	strife	1	0	0	0	0	1	0	0	0	0
12110	strike	1	0	0	0	0	1	0	0	0	0
12111	striking	0	0	0	0	0	0	1	0	0	0
12112	strikingly	0	0	0	0	0	0	1	0	0	0
12115	strip	0	0	0	0	0	1	0	1	0	0
12116	stripe	0	0	0	0	0	1	0	0	0	0
12117	stripped	1	1	1	1	0	1	0	1	0	0
12118	strive	0	1	0	0	0	0	0	0	0	0
12120	stroke	0	0	0	1	0	1	0	1	0	0
12123	strongly	0	0	0	0	0	0	1	0	0	0
12124	structural	0	0	0	0	0	0	0	0	0	1
12125	structure	0	0	0	0	0	0	1	0	0	1
12126	struggle	1	0	0	1	0	1	0	1	0	0
12127	strut	0	0	0	0	0	1	0	0	0	0
12133	stud	0	0	0	0	0	0	1	0	0	0
12138	study	0	0	0	0	0	0	1	0	0	0
12141	stuffy	0	0	0	0	0	1	0	0	0	0
12142	stumble	0	0	0	0	0	1	0	0	0	0
12144	stunned	0	0	0	1	0	1	0	0	1	0
12146	stunted	0	0	0	0	0	1	0	0	0	0
12148	stupid	0	0	0	0	0	1	0	0	0	0
12149	stupidity	0	0	0	0	0	1	0	0	0	0
12150	stupor	0	0	0	0	0	1	0	0	0	0
12151	sturdy	0	0	0	0	0	0	1	0	0	0
12154	sty	0	0	1	0	0	1	0	0	0	0
12164	subdue	0	0	0	0	0	1	0	0	0	0
12166	subito	0	0	0	0	0	0	0	0	1	0
12167	subject	0	0	0	0	0	1	0	0	0	0
12168	subjected	0	0	0	0	0	1	0	1	0	0
12169	subjection	0	0	0	0	0	1	0	0	0	0
12171	subjugation	1	0	1	1	0	1	0	1	0	0
12172	sublimation	0	0	0	0	1	0	1	0	0	0
12178	submit	0	1	0	0	0	0	0	0	0	0
12179	subordinate	0	0	0	1	0	1	0	0	0	0
12182	subpoena	0	0	0	0	0	1	0	0	0	0
12183	subscribe	0	1	0	0	0	0	0	0	0	0
12190	subsidence	0	0	0	0	0	1	0	1	0	0
12193	subsidy	1	0	1	0	0	1	0	0	0	0
12194	subsist	0	0	0	0	0	1	0	0	0	0
12197	substance	0	0	0	0	0	0	1	0	0	0
12199	substantiate	0	0	0	0	0	0	0	0	0	1
12200	substantive	0	0	0	0	0	0	1	0	0	0
12208	subtract	0	0	0	0	0	1	0	0	0	0
12214	subversion	1	0	0	1	0	1	0	0	0	0
